name,smiles,inchikey,connectivity
ETHISTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C,CHNXZKVNWQUJIB-CEGNMAFCSA-N,CHNXZKVNWQUJIB
ETHOSUXIMIDE,CCC1(CC(=O)NC1=O)C,HAPOVYFOVVWLRS-UHFFFAOYSA-N,HAPOVYFOVVWLRS
ETHYLENE GLYCOL,C(CO)O,LYCAIKOWRPUZTN-UHFFFAOYSA-N,LYCAIKOWRPUZTN
ETHYLESTRENOL,CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CCCC[C@H]34)C)O,AOXRBFRFYPMWLR-XGXHKTLJSA-N,AOXRBFRFYPMWLR
ETIDRONATE,CC(O)(P(=O)(O)O)P(=O)(O)O,DBVJJBKOTRCVKF-UHFFFAOYSA-N,DBVJJBKOTRCVKF
ETODOLAC,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,NNYBQONXHNTVIJ-UHFFFAOYSA-N,NNYBQONXHNTVIJ
ETOPOSIDE,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,VJJPUSNTGOMMGY-MRVIYFEKSA-N,VJJPUSNTGOMMGY
EUCALYPTOL,CC1(C2CCC(O1)(CC2)C)C,WEEGYLXZBRQIMU-UHFFFAOYSA-N,WEEGYLXZBRQIMU
FAMCICLOVIR,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,GGXKWVWZWMLJEH-UHFFFAOYSA-N,GGXKWVWZWMLJEH
FAMOTIDINE,C1=C(N=C(S1)N=C(N)N)CSCC/C(=N/S(=O)(=O)N)/N,XUFQPHANEAPEMJ-UHFFFAOYSA-N,XUFQPHANEAPEMJ
FENBENDAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,HDDSHPAODJUKPD-UHFFFAOYSA-N,HDDSHPAODJUKPD
FENOFIBRATE,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,YMTINGFKWWXKFG-UHFFFAOYSA-N,YMTINGFKWWXKFG
FENOPROFEN,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O,RDJGLLICXDHJDY-UHFFFAOYSA-N,RDJGLLICXDHJDY
FERROCENE,C1=C[CH]C=C1.C1=C[CH]C=C1.[Fe],HPYIUKIBUJFXII-UHFFFAOYSA-N,HPYIUKIBUJFXII
FERULIC ACID,COC1=C(C=CC(=C1)/C=C/C(=O)O)O,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS
FINASTERIDE,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,DBEPLOCGEIEOCV-WSBQPABSSA-N,DBEPLOCGEIEOCV
FLAVOXATE,CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4,SPIUTQOUKAMGCX-UHFFFAOYSA-N,SPIUTQOUKAMGCX
FLUBENDAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,CPEUVMUXAHMANV-UHFFFAOYSA-N,CPEUVMUXAHMANV
FLUCONAZOLE,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,RFHAOTPXVQNOHP-UHFFFAOYSA-N,RFHAOTPXVQNOHP
FLUDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O,SYWHXTATXSMDSB-GSLJADNHSA-N,SYWHXTATXSMDSB
FLUNARIZINE,C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,SMANXXCATUTDDT-QPJJXVBHSA-N,SMANXXCATUTDDT
FLUOCINOLONE ACETONIDE,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@@]53C)F)F)O,FEBLZLNTKCEFIT-VSXGLTOVSA-N,FEBLZLNTKCEFIT
FLUOROURACIL,C1=C(C(=O)NC(=O)N1)F,GHASVSINZRGABV-UHFFFAOYSA-N,GHASVSINZRGABV
FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,RTHCYVBBDHJXIQ
FLUPHENAZINE,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,PLDUPXSUYLZYBN-UHFFFAOYSA-N,PLDUPXSUYLZYBN
FLURBIPROFEN,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,SYTBZMRGLBWNTM-UHFFFAOYSA-N,SYTBZMRGLBWNTM
FLUTAMIDE,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,MKXKFYHWDHIYRV-UHFFFAOYSA-N,MKXKFYHWDHIYRV
FLUVASTATIN,CC(C)N1C2=CC=CC=C2C(=C1/C=C/[C@@H](C[C@@H](CC(=O)O)O)O)C3=CC=C(C=C3)F,FJLGEFLZQAZZCD-JUFISIKESA-N,FJLGEFLZQAZZCD
FOSCARNET,C(=O)(O)P(=O)(O)O,ZJAOAACCNHFJAH-UHFFFAOYSA-N,ZJAOAACCNHFJAH
FURAN,C1=COC=C1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,YLQBMQCUIZJEEH
FUROSEMIDE,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,ZZUFCTLCJUWOSV
GABAPENTIN,C1CCC(CC1)(CC(=O)O)CN,UGJMXCAKCUNAIE-UHFFFAOYSA-N,UGJMXCAKCUNAIE
GADOPENTETATE DIMEGLUMINE,CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],QPCDCPDFJACHGM-UHFFFAOYSA-N,QPCDCPDFJACHGM
GALANTAMINE,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,ASUTZQLVASHGKV-JDFRZJQESA-N,ASUTZQLVASHGKV
GALLAMINE TRIETHIODIDE,CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],OZLPUNFFCJDMJD-UHFFFAOYSA-N,OZLPUNFFCJDMJD
GATIFLOXACIN,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,XUBOMFCQGDBHNK-UHFFFAOYSA-N,XUBOMFCQGDBHNK
GEFITINIB,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,XGALLCVXEZPNRQ-UHFFFAOYSA-N,XGALLCVXEZPNRQ
GEMCITABINE,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F,SDUQYLNIPVEERB-QPPQHZFASA-N,SDUQYLNIPVEERB
GEMFIBROZIL,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,HEMJJKBWTPKOJG-UHFFFAOYSA-N,HEMJJKBWTPKOJG
GENISTEIN,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,TZBJGXHYKVUXJN
GENTAMICIN,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,CEAZRRDELHUEMR-UHFFFAOYSA-N,CEAZRRDELHUEMR
GENTIAN VIOLET,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],LGLFFNDHMLKUMI-UHFFFAOYSA-N,LGLFFNDHMLKUMI
GERANIOL,CC(=CCC/C(=C/CO)/C)C,GLZPCOQZEFWAFX-JXMROGBWSA-N,GLZPCOQZEFWAFX
GLICLAZIDE,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2,BOVGTQGAOIONJV-UHFFFAOYSA-N,BOVGTQGAOIONJV
GLIMEPIRIDE,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,WIGIZIANZCJQQY-UHFFFAOYSA-N,WIGIZIANZCJQQY
GLIPIZIDE,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,ZJJXGWJIGJFDTL
GLYBURIDE,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,ZNNLBTZKUZBEKO
GLYCIDOL,C1C(O1)CO,CTKINSOISVBQLD-UHFFFAOYSA-N,CTKINSOISVBQLD
GLYCINE,C(C(=O)O)N,DHMQDGOQFOQNFH-UHFFFAOYSA-N,DHMQDGOQFOQNFH
GOLD SODIUM THIOMALATE,C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],NJRXVEJTAYWCQJ-UHFFFAOYSA-N,NJRXVEJTAYWCQJ
GRANISETRON,CN1[C@@H]2CCC[C@H]1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,MFWNKCLOYSRHCJ-AGUYFDCRSA-N,MFWNKCLOYSRHCJ
GRISEOFULVIN,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,DDUHZTYCFQRHIY-RBHXEPJQSA-N,DDUHZTYCFQRHIY
GUANETHIDINE,C1CCCN(CCC1)CCN=C(N)N,ACGDKVXYNVEAGU-UHFFFAOYSA-N,ACGDKVXYNVEAGU
HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,LNEPOXFFQSENCJ-UHFFFAOYSA-N,LNEPOXFFQSENCJ
HARRINGTONINE,CC(C)(CC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,HAVJATCHLFRDHY-KSZYUSJVSA-N,HAVJATCHLFRDHY
"HEXACHLORO-1,3-BUTADIENE",C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl,RWNKSTSCBHKHTB-UHFFFAOYSA-N,RWNKSTSCBHKHTB
HEXACHLOROETHANE,C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,VHHHONWQHHHLTI-UHFFFAOYSA-N,VHHHONWQHHHLTI
HEXACHLOROPHENE,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,ACGUYXCXAPNIKK-UHFFFAOYSA-N,ACGUYXCXAPNIKK
HYDRALAZINE,C1=CC=C2C(=C1)C=NN=C2NN,RPTUSVTUFVMDQK-UHFFFAOYSA-N,RPTUSVTUFVMDQK
HYDRAZINE,NN,OAKJQQAXSVQMHS-UHFFFAOYSA-N,OAKJQQAXSVQMHS
HYDROCHLOROTHIAZIDE,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,JZUFKLXOESDKRF-UHFFFAOYSA-N,JZUFKLXOESDKRF
HYDROCORTISONE,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT
HYDROQUINONE,C1=CC(=CC=C1O)O,QIGBRXMKCJKVMJ-UHFFFAOYSA-N,QIGBRXMKCJKVMJ
HYDROXYUREA,C(=O)(N)NO,VSNHCAURESNICA-UHFFFAOYSA-N,VSNHCAURESNICA
IBUFENAC,CC(C)CC1=CC=C(C=C1)CC(=O)O,CYWFCPPBTWOZSF-UHFFFAOYSA-N,CYWFCPPBTWOZSF
IBUPROFEN,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,HEFNNWSXXWATRW-UHFFFAOYSA-N,HEFNNWSXXWATRW
IDARUBICIN,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O,XDXDZDZNSLXDNA-TZNDIEGXSA-N,XDXDZDZNSLXDNA
IDEBENONE,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,JGPMMRGNQUBGND-UHFFFAOYSA-N,JGPMMRGNQUBGND
IFOSFAMIDE,C1CN(P(=O)(OC1)NCCCl)CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,HOMGKSMUEGBAAB
IMATINIB,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,KTUFNOKKBVMGRW-UHFFFAOYSA-N,KTUFNOKKBVMGRW
INDINAVIR,CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,CBVCZFGXHXORBI-PXQQMZJSSA-N,CBVCZFGXHXORBI
INDOMETHACIN,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,CGIGDMFJXJATDK-UHFFFAOYSA-N,CGIGDMFJXJATDK
INSULIN,CC[C@@H](C)[C@H]1C(=O)N[C@@H]2CSSC[C@@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)N[C@@H](CC(=O)N)C(=O)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CC5=CC=CC=C5)C(=O)N[C@@H](CC6=CC=CC=C6)C(=O)N[C@@H](CC7=CC=C(C=C7)O)C(=O)N[C@@H]([C@H](C)O)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@H](C)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](C(=O)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC2=CC=CC=C2)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)[C@H](C)O)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@H](C)CC)NC(=O)CN,YAJCHEVQCOHZDC-QMMNLEPNSA-N,YAJCHEVQCOHZDC
"INTERLEUKIN 1 BETA, RAT",,,
"INTERLEUKIN 6, RAT",,,
IPRIFLAVONE,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3,SFBODOKJTYAUCM-UHFFFAOYSA-N,SFBODOKJTYAUCM
IPRONIAZID,CC(C)NNC(=O)C1=CC=NC=C1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,NYMGNSNKLVNMIA
IRINOTECAN,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,UWKQSNNFCGGAFS-XIFFEERXSA-N,UWKQSNNFCGGAFS
ISOEUGENOL,C/C=C/C1=CC(=C(C=C1)O)OC,BJIOGJUNALELMI-ONEGZZNKSA-N,BJIOGJUNALELMI
ISONIAZID,C1=CN=CC=C1C(=O)NN,QRXWMOHMRWLFEY-UHFFFAOYSA-N,QRXWMOHMRWLFEY
ISOPRENALINE,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,JWZZKOKVBUJMES-UHFFFAOYSA-N,JWZZKOKVBUJMES
ISOTRETINOIN,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,SHGAZHPCJJPHSC-XFYACQKRSA-N,SHGAZHPCJJPHSC
ITRACONAZOLE,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,VHVPQPYKVGDNFY-ZPGVKDDISA-N,VHVPQPYKVGDNFY
IVERMECTIN,,,
KANAMYCIN,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,SBUJHOSQTJFQJX-NOAMYHISSA-N,SBUJHOSQTJFQJX
KETAMINE,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,YQEZLKZALYSWHR-UHFFFAOYSA-N,YQEZLKZALYSWHR
KETOCONAZOLE,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@@H]3CO[C@@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,XMAYWYJOQHXEEK-ZEQKJWHPSA-N,XMAYWYJOQHXEEK
KETOPROFEN,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,DKYWVDODHFEZIM-UHFFFAOYSA-N,DKYWVDODHFEZIM
KETOROLAC,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O,OZWKMVRBQXNZKK-UHFFFAOYSA-N,OZWKMVRBQXNZKK
L-PHENYLEPHRINE,CNC[C@@H](C1=CC(=CC=C1)O)O,SONNWYBIRXJNDC-VIFPVBQESA-N,SONNWYBIRXJNDC
LABETALOL,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,SGUAFYQXFOLMHL-UHFFFAOYSA-N,SGUAFYQXFOLMHL
LACIDIPINE,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,GKQPCPXONLDCMU-CCEZHUSRSA-N,GKQPCPXONLDCMU
LAMIVUDINE,C1[C@H](O[C@H](S1)CO)N2C=CC(=NC2=O)N,JTEGQNOMFQHVDC-NKWVEPMBSA-N,JTEGQNOMFQHVDC
LAMOTRIGINE,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,PYZRQGJRPPTADH-UHFFFAOYSA-N,PYZRQGJRPPTADH
LANSOPRAZOLE,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,MJIHNNLFOKEZEW-UHFFFAOYSA-N,MJIHNNLFOKEZEW
LEAD (II) ACETATE,CC(=O)[O-].CC(=O)[O-].[Pb+2],QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO
LEAD(IV) ACETATE,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Pb+2],QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO
LEFLUNOMIDE,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,VHOGYURTWQBHIL-UHFFFAOYSA-N,VHOGYURTWQBHIL
LETROZOLE,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,HPJKCIUCZWXJDR-UHFFFAOYSA-N,HPJKCIUCZWXJDR
LEUCOVORIN,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,VVIAGPKUTFNRDU-ABLWVSNPSA-N,VVIAGPKUTFNRDU
LEVAMISOLE,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,HLFSDGLLUJUHTE-SNVBAGLBSA-N,HLFSDGLLUJUHTE
LEVODOPA,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,WTDRDQBEARUVNC-LURJTMIESA-N,WTDRDQBEARUVNC
LEVOFLOXACIN,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,GSDSWSVVBLHKDQ-JTQLQIEISA-N,GSDSWSVVBLHKDQ
LEVOSULPIRIDE,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,BGRJTUBHPOOWDU-NSHDSACASA-N,BGRJTUBHPOOWDU
LIDOCAINE,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,NNJVILVZKWQKPM-UHFFFAOYSA-N,NNJVILVZKWQKPM
LINCOMYCIN,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O,OJMMVQQUTAEWLP-KIDUDLJLSA-N,OJMMVQQUTAEWLP
LIPOPOLYSACCHARIDE E. COLI O55:B5,,,
LISINOPRIL,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N,RLAWWYSOJDYHDC
LOMEFLOXACIN,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,ZEKZLJVOYLTDKK
LOMUSTINE,C1CCC(CC1)NC(=O)N(CCCl)N=O,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,GQYIWUVLTXOXAJ
LOPERAMIDE,CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,RDOIQAHITMMDAJ-UHFFFAOYSA-N,RDOIQAHITMMDAJ
LORATADINE,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,JCCNYMKQOSZNPW
LORAZEPAM,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,DIWRORZWFLOCLC-UHFFFAOYSA-N,DIWRORZWFLOCLC
LOSARTAN,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,PSIFNNKUMBGKDQ
LOVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,PCZOHLXUXFIOCF-BXMDZJJMSA-N,PCZOHLXUXFIOCF
LOXOPROFEN,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,YMBXTVYHTMGZDW-UHFFFAOYSA-N,YMBXTVYHTMGZDW
MANGANESE (II) CHLORIDE,Cl[Mn]Cl,WAEMQWOKJMHJLA-UHFFFAOYSA-N,WAEMQWOKJMHJLA
MANNITOL,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,FBPFZTCFMRRESA-KVTDHHQDSA-N,FBPFZTCFMRRESA
MAPROTILINE,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,QSLMDECMDJKHMQ-UHFFFAOYSA-N,QSLMDECMDJKHMQ
MEBENDAZOLE,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,OPXLLQIJSORQAM-UHFFFAOYSA-N,OPXLLQIJSORQAM
MEFENAMIC ACID,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,HYYBABOKPJLUIN-UHFFFAOYSA-N,HYYBABOKPJLUIN
MEGESTROL ACETATE,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,RQZAXGRLVPAYTJ-GQFGMJRRSA-N,RQZAXGRLVPAYTJ
MELATONIN,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,DRLFMBDRBRZALE-UHFFFAOYSA-N,DRLFMBDRBRZALE
MELOXICAM,CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,ZRVUJXDFFKFLMG
MELPHALAN,C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl,SGDBTWWWUNNDEQ-LBPRGKRZSA-N,SGDBTWWWUNNDEQ
MERCURIC CHLORIDE,Cl[Hg]Cl,LWJROJCJINYWOX-UHFFFAOYSA-L,LWJROJCJINYWOX
MEROPENEM,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)N(C)C)C(=O)O)[C@@H](C)O,DMJNNHOOLUXYBV-PQTSNVLCSA-N,DMJNNHOOLUXYBV
MESNA,C(CS(=O)(=O)[O-])S.[Na+],ZNEWHQLOPFWXOF-UHFFFAOYSA-N,ZNEWHQLOPFWXOF
MESTRANOL,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,IMSSROKUHAOUJS-MJCUULBUSA-N,IMSSROKUHAOUJS
METHAPYRILENE,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,HNJJXZKZRAWDPF-UHFFFAOYSA-N,HNJJXZKZRAWDPF
METHIMAZOLE,CN1C=CNC1=S,PMRYVIKBURPHAH-UHFFFAOYSA-N,PMRYVIKBURPHAH
METHOCARBAMOL,COC1=CC=CC=C1OCC(COC(=O)N)O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,GNXFOGHNGIVQEH
METHOTREXATE,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,FBOZXECLQNJBKD-ZDUSSCGKSA-N,FBOZXECLQNJBKD
METHYL METHANESULFONATE,COS(=O)(=O)C,MBABOKRGFJTBAE-UHFFFAOYSA-N,MBABOKRGFJTBAE
