sample,title,compound,dose,time,vehicle,tissue,is_control,connectivity,in_cohort,in_labelled,dataset
GSM1392617,S011106-196_PHENOTHIAZINE_36 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94619.CEL,Phenothiazine,36 mg/kg,1 d,Corn Oil,Liver,False,WJFKNYWRSNBZNX,True,True,drugmatrix_liver
GSM1392618,S011023-149_METHOTREXATE_.3 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94648.CEL,Methotrexate,0.3 mg/kg,1 d,Corn Oil,Liver,False,FBOZXECLQNJBKD,True,True,drugmatrix_liver
GSM1392619,S011016-143_ECONAZOLE_43 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94649.CEL,Econazole,43 mg/kg,5 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1392620,S011023-036_CHLORAMBUCIL_.6 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94650.CEL,Chlorambucil,0.6 mg/kg,5 d,Corn Oil,Liver,False,JCKYGMPEJWAADB,True,True,drugmatrix_liver
GSM1392621,S011113-056_PROGESTERONE_11.3 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94651.CEL,Progesterone,11.3 mg/kg,3 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392622,S011106-143_CARMUSTINE_16 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94652.CEL,Carmustine,16 mg/kg,5 d,Corn Oil,Liver,False,DLGOEMSEDOSKAD,True,True,drugmatrix_liver
GSM1392623,S011030-112_SIMVASTATIN_1200 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94656.CEL,Simvastatin,1200 mg/kg,1 d,Corn Oil,Liver,False,RYMZZMVNJRMUDD,True,True,drugmatrix_liver
GSM1392624,S011016-199_NIMESULIDE_162 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94657.CEL,Nimesulide,162 mg/kg,3 d,Corn Oil,Liver,False,HYWYRSMBCFDLJT,True,True,drugmatrix_liver
GSM1392625,S011204-203_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94658.CEL,Fenofibrate,215 mg/kg,5 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1392626,S011023-125_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94659.CEL,Thioguanine,12 mg/kg,1 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392627,S011113-066_PROGESTERONE_164 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94660.CEL,Progesterone,164 mg/kg,1 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392628,S011204-068_AMLODIPINE_19 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94661.CEL,Amlodipine,19 mg/kg,3 d,Corn Oil,Liver,False,HTIQEAQVCYTUBX,True,True,drugmatrix_liver
GSM1392629,S011127-065_BITHIONOL_333 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94662.CEL,Bithionol,333 mg/kg,1 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392630,S011211-040_DICLOFENAC_10 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94663.CEL,Diclofenac,10 mg/kg,1 d,Corn Oil,Liver,False,DCOPUUMXTXDBNB,True,True,drugmatrix_liver
GSM1392631,S011023-211_FLUCONAZOLE_394 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94667.CEL,Fluconazole,394 mg/kg,3 d,Corn Oil,Liver,False,RFHAOTPXVQNOHP,True,True,drugmatrix_liver
GSM1392632,S011023-094_ETHINYLESTRADIOL_1480 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94668.CEL,Ethinylestradiol,1480 mg/kg,5 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392633,S011030-223_RALOXIFENE_6.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94669.CEL,Raloxifene,6.5 mg/kg,3 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392634,S011030-090_MIFEPRISTONE_300 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94670.CEL,Mifepristone,300 mg/kg,1 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392635,S011106-058_ACETAMINOPHEN_100 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94671.CEL,Acetaminophen,100 mg/kg,5 d,Corn Oil,Liver,False,RZVAJINKPMORJF,True,True,drugmatrix_liver
GSM1392636,S011023-126_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94674.CEL,Thioguanine,12 mg/kg,1 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392637,S011106-059_ACETAMINOPHEN_100 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94676.CEL,Acetaminophen,100 mg/kg,5 d,Corn Oil,Liver,False,RZVAJINKPMORJF,True,True,drugmatrix_liver
GSM1392638,S011127-136_DEXAMETHASONE_150 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94677.CEL,Dexamethasone,150 mg/kg,1 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392639,S011016-035_SULINDAC_132 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94678.CEL,Sulindac,132 mg/kg,5 d,Corn Oil,Liver,False,MLKXDPUZXIRXEP,True,True,drugmatrix_liver
GSM1392640,S011016-139_ECONAZOLE_43 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94681.CEL,Econazole,43 mg/kg,3 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1392641,S011030-232_RALOXIFENE_650 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94682.CEL,Raloxifene,650 mg/kg,1 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392642,S011023-076_ETHINYLESTRADIOL_10 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94683.CEL,Ethinylestradiol,10 mg/kg,1 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392643,S011023-048_CHLORAMBUCIL_4.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94684.CEL,Chlorambucil,4.5 mg/kg,5 d,Corn Oil,Liver,False,JCKYGMPEJWAADB,True,True,drugmatrix_liver
GSM1392644,S011016-168_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94686.CEL,Miconazole,200 mg/kg,5 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392645,S011127-128_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94687.CEL,Clotrimazole,89 mg/kg,3 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392646,S011002-223_GEMFIBROZIL_700 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94688.CEL,Gemfibrozil,700 mg/kg,3 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392647,S011127-095_FLUVASTATIN_94 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94689.CEL,Fluvastatin,94 mg/kg,5 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392648,S011127-188_THIOGUANINE_24 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94690.CEL,Thioguanine,24 mg/kg,3 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392649,S011211-129_TAMOXIFEN_2.5 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94691.CEL,Tamoxifen,2.5 mg/kg,3 d,Corn Oil,Liver,False,NKANXQFJJICGDU,True,True,drugmatrix_liver
GSM1392650,S011204-107_LOMUSTINE_4.2 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94694.CEL,Lomustine,4.2 mg/kg,5 d,Corn Oil,Liver,False,GQYIWUVLTXOXAJ,True,True,drugmatrix_liver
GSM1392651,S011023-089_ETHINYLESTRADIOL_1480 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94695.CEL,Ethinylestradiol,1480 mg/kg,1 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392652,S011016-054_IBUPROFEN_263 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94696.CEL,Ibuprofen,263 mg/kg,1 d,Corn Oil,Liver,False,HEFNNWSXXWATRW,True,True,drugmatrix_liver
GSM1392653,S011009-034_LOVASTATIN_1500 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94697.CEL,Lovastatin,1500 mg/kg,5 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392654,S011127-082_FLUVASTATIN_5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94698.CEL,Fluvastatin,5 mg/kg,5 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392655,S011030-103_SIMVASTATIN_15 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94699.CEL,Simvastatin,15 mg/kg,3 d,Corn Oil,Liver,False,RYMZZMVNJRMUDD,True,True,drugmatrix_liver
GSM1392656,S011002-153_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94700.CEL,Bezafibrate,100 mg/kg,3 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392657,S011023-056_ENOXACIN_100 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94701.CEL,Enoxacin,100 mg/kg,3 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392658,S011211-119_MELOXICAM_33 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94702.CEL,Meloxicam,33 mg/kg,5 d,Corn Oil,Liver,False,ZRVUJXDFFKFLMG,True,True,drugmatrix_liver
GSM1392659,S011030-142_NORETHINDRONE_375 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94703.CEL,Norethindrone,375 mg/kg,5 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392660,S011030-081_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94704.CEL,Mifepristone,3 mg/kg,3 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392661,S011113-028_BETA-ESTRADIOL_.3 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94706.CEL,Beta-Estradiol,0.3 mg/kg,1 d,Corn Oil,Liver,False,VOXZDWNPVJITMN,True,True,drugmatrix_liver
GSM1392662,S011106-041_FLUPHENAZINE_22 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94707.CEL,Fluphenazine,22 mg/kg,1 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392663,S011016-200_NIMESULIDE_162 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94708.CEL,Nimesulide,162 mg/kg,3 d,Corn Oil,Liver,False,HYWYRSMBCFDLJT,True,True,drugmatrix_liver
GSM1392664,S011030-228_RALOXIFENE_6.5 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94709.CEL,Raloxifene,6.5 mg/kg,5 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392665,S011113-059_PROGESTERONE_11.3 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94712.CEL,Progesterone,11.3 mg/kg,5 d,Corn Oil,Liver,False,RJKFOVLPORLFTN,True,True,drugmatrix_liver
GSM1392666,S011030-113_SIMVASTATIN_1200 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94713.CEL,Simvastatin,1200 mg/kg,1 d,Corn Oil,Liver,False,RYMZZMVNJRMUDD,True,True,drugmatrix_liver
GSM1392667,S011127-059_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94714.CEL,Bithionol,59 mg/kg,5 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392668,S011127-041_BISPHENOL A_610 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94715.CEL,Bisphenol A,610 mg/kg,1 d,Corn Oil,Liver,False,IISBACLAFKSPIT,True,True,drugmatrix_liver
GSM1392669,S011030-124_NORETHINDRONE_.08 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94718.CEL,Norethindrone,0.08 mg/kg,1 d,Corn Oil,Liver,False,VIKNJXKGJWUCNN,True,True,drugmatrix_liver
GSM1392670,S011113-041_BETA-ESTRADIOL_150 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94719.CEL,Beta-Estradiol,150 mg/kg,1 d,Corn Oil,Liver,False,VOXZDWNPVJITMN,True,True,drugmatrix_liver
GSM1392671,S011002-221_GEMFIBROZIL_700 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94720.CEL,Gemfibrozil,700 mg/kg,1 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392672,S011016-105_KETOCONAZOLE_227 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94721.CEL,Ketoconazole,227 mg/kg,3 d,Corn Oil,Liver,False,XMAYWYJOQHXEEK,True,True,drugmatrix_liver
GSM1392673,S011023-127_THIOGUANINE_12 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94722.CEL,Thioguanine,12 mg/kg,3 d,Corn Oil,Liver,False,WYWHKKSPHMUBEB,True,True,drugmatrix_liver
GSM1392674,S011127-028_BISPHENOL A_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94723.CEL,Bisphenol A,100 mg/kg,1 d,Corn Oil,Liver,False,IISBACLAFKSPIT,True,True,drugmatrix_liver
GSM1392675,S011211-080_ISOTRETINOIN_13 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94724.CEL,Isotretinoin,13 mg/kg,3 d,Corn Oil,Liver,False,SHGAZHPCJJPHSC,True,True,drugmatrix_liver
GSM1392676,S011030-078_MIFEPRISTONE_3 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94725.CEL,Mifepristone,3 mg/kg,1 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392677,S011127-130_CLOTRIMAZOLE_89 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94726.CEL,Clotrimazole,89 mg/kg,5 d,Corn Oil,Liver,False,VNFPBHJOKIVQEB,True,True,drugmatrix_liver
GSM1392678,S011023-212_FLUCONAZOLE_394 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94727.CEL,Fluconazole,394 mg/kg,3 d,Corn Oil,Liver,False,RFHAOTPXVQNOHP,True,True,drugmatrix_liver
GSM1392679,S011016-172_MICONAZOLE_920 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94728.CEL,Miconazole,920 mg/kg,1 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392680,S011002-177_BEZAFIBRATE_617 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94729.CEL,Bezafibrate,617 mg/kg,3 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392681,S011127-040_BISPHENOL A_610 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94730.CEL,Bisphenol A,610 mg/kg,1 d,Corn Oil,Liver,False,IISBACLAFKSPIT,True,True,drugmatrix_liver
GSM1392682,S011016-031_SULINDAC_132 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94731.CEL,Sulindac,132 mg/kg,3 d,Corn Oil,Liver,False,MLKXDPUZXIRXEP,True,True,drugmatrix_liver
GSM1392683,S011106-128_CARMUSTINE_4 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94732.CEL,Carmustine,4 mg/kg,3 d,Corn Oil,Liver,False,DLGOEMSEDOSKAD,True,True,drugmatrix_liver
GSM1392684,S011127-072_BITHIONOL_333 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94733.CEL,Bithionol,333 mg/kg,5 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392685,S011016-160_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94734.CEL,Miconazole,200 mg/kg,1 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392686,S011016-173_MICONAZOLE_920 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94735.CEL,Miconazole,920 mg/kg,1 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392687,S011030-174_DIETHYLSTILBESTROL_2.8 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94736.CEL,Diethylstilbestrol,2.8 mg/kg,1 d,Corn Oil,Liver,False,RGLYKWWBQGJZGM,True,True,drugmatrix_liver
GSM1392688,S011113-046_BETA-ESTRADIOL_150 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94737.CEL,Beta-Estradiol,150 mg/kg,5 d,Corn Oil,Liver,False,VOXZDWNPVJITMN,True,True,drugmatrix_liver
GSM1392689,S011204-199_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94738.CEL,Fenofibrate,215 mg/kg,3 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1392690,S011016-115_AZATHIOPRINE_20 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94739.CEL,Azathioprine,20 mg/kg,3 d,Corn Oil,Liver,False,LMEKQMALGUDUQG,True,True,drugmatrix_liver
GSM1392691,S011211-045_DICLOFENAC_10 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94740.CEL,Diclofenac,10 mg/kg,3 d,Corn Oil,Liver,False,DCOPUUMXTXDBNB,True,True,drugmatrix_liver
GSM1392692,S011023-233_ITRACONAZOLE_1093 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94741.CEL,Itraconazole,1093 mg/kg,1 d,Corn Oil,Liver,False,VHVPQPYKVGDNFY,True,True,drugmatrix_liver
GSM1392693,S011009-030_LOVASTATIN_1500 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94742.CEL,Lovastatin,1500 mg/kg,1 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392694,S011204-204_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94744.CEL,Fenofibrate,215 mg/kg,5 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1392695,S011030-095_MIFEPRISTONE_300 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94745.CEL,Mifepristone,300 mg/kg,5 d,Corn Oil,Liver,False,VKHAHZOOUSRJNA,True,True,drugmatrix_liver
GSM1392696,S011009-017_LOVASTATIN_450 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94746.CEL,Lovastatin,450 mg/kg,1 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392697,S011127-078_FLUVASTATIN_5 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94747.CEL,Fluvastatin,5 mg/kg,1 d,Corn Oil,Liver,False,FJLGEFLZQAZZCD,True,True,drugmatrix_liver
GSM1392698,S011106-174_FENOFIBRATE_43 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94748.CEL,Fenofibrate,43 mg/kg,1 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
GSM1392699,S011204-044_ALTRETAMINE_40 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94749.CEL,Altretamine,40 mg/kg,3 d,Corn Oil,Liver,False,UUVWYPNAQBNQJQ,True,True,drugmatrix_liver
GSM1392700,S011106-096_ASPIRIN_375 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94750.CEL,Aspirin,375 mg/kg,5 d,Corn Oil,Liver,False,BSYNRYMUTXBXSQ,True,True,drugmatrix_liver
GSM1392701,S011113-032_BETA-ESTRADIOL_.3 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94751.CEL,Beta-Estradiol,0.3 mg/kg,3 d,Corn Oil,Liver,False,VOXZDWNPVJITMN,True,True,drugmatrix_liver
GSM1392702,S011016-176_MICONAZOLE_920 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94752.CEL,Miconazole,920 mg/kg,3 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392703,S011016-060_IBUPROFEN_263 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94753.CEL,Ibuprofen,263 mg/kg,5 d,Corn Oil,Liver,False,HEFNNWSXXWATRW,True,True,drugmatrix_liver
GSM1392704,S011204-031_ALTRETAMINE_13 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94754.CEL,Altretamine,13 mg/kg,3 d,Corn Oil,Liver,False,UUVWYPNAQBNQJQ,True,True,drugmatrix_liver
GSM1392705,S011023-034_CHLORAMBUCIL_.6 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94755.CEL,Chlorambucil,0.6 mg/kg,5 d,Corn Oil,Liver,False,JCKYGMPEJWAADB,True,True,drugmatrix_liver
GSM1392706,S011106-141_CARMUSTINE_16 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94756.CEL,Carmustine,16 mg/kg,3 d,Corn Oil,Liver,False,DLGOEMSEDOSKAD,True,True,drugmatrix_liver
GSM1392707,S011023-220_ITRACONAZOLE_30 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94757.CEL,Itraconazole,30 mg/kg,1 d,Corn Oil,Liver,False,VHVPQPYKVGDNFY,True,True,drugmatrix_liver
GSM1392708,S011106-028_FLUPHENAZINE_2.5 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94758.CEL,Fluphenazine,2.5 mg/kg,1 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392709,S011106-210_PHENOTHIAZINE_386 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94759.CEL,Phenothiazine,386 mg/kg,1 d,Corn Oil,Liver,False,WJFKNYWRSNBZNX,True,True,drugmatrix_liver
GSM1392710,S011002-150_BEZAFIBRATE_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94760.CEL,Bezafibrate,100 mg/kg,1 d,Corn Oil,Liver,False,IIBYAHWJQTYFKB,True,True,drugmatrix_liver
GSM1392711,S011002-196_GEMFIBROZIL_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94761.CEL,Gemfibrozil,100 mg/kg,1 d,Corn Oil,Liver,False,HEMJJKBWTPKOJG,True,True,drugmatrix_liver
GSM1392712,S011023-054_ENOXACIN_100 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94766.CEL,Enoxacin,100 mg/kg,1 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392713,S011127-140_DEXAMETHASONE_150 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94767.CEL,Dexamethasone,150 mg/kg,3 d,Corn Oil,Liver,False,UREBDLICKHMUKA,True,True,drugmatrix_liver
GSM1392714,S011023-247_NAPROXEN_10 mg/kg_ORAL GAVAGE_CORN OIL_3 d_Male_94768.CEL,Naproxen,10 mg/kg,3 d,Corn Oil,Liver,False,CMWTZPSULFXXJA,True,True,drugmatrix_liver
GSM1392715,S011016-154_ECONAZOLE_334 mg/kg_ORAL GAVAGE_CORN OIL_5 d_Male_94769.CEL,Econazole,334 mg/kg,5 d,Corn Oil,Liver,False,LEZWWPYKPKIXLL,True,True,drugmatrix_liver
GSM1392716,S011106-197_PHENOTHIAZINE_36 mg/kg_ORAL GAVAGE_CORN OIL_1 d_Male_94772.CEL,Phenothiazine,36 mg/kg,1 d,Corn Oil,Liver,False,WJFKNYWRSNBZNX,True,True,drugmatrix_liver
GSM1392717,S011106-037_FLUPHENAZINE_22 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94774.CEL,Fluphenazine,22 mg/kg,0.25 d,Corn Oil,Liver,False,PLDUPXSUYLZYBN,True,True,drugmatrix_liver
GSM1392718,S011016-159_MICONAZOLE_200 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94779.CEL,Miconazole,200 mg/kg,0.25 d,Corn Oil,Liver,False,BYBLEWFAAKGYCD,True,True,drugmatrix_liver
GSM1392719,S011030-099_SIMVASTATIN_15 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94780.CEL,Simvastatin,15 mg/kg,0.25 d,Corn Oil,Liver,False,RYMZZMVNJRMUDD,True,True,drugmatrix_liver
GSM1392720,S010924-026_ORAL GAVAGE_SALINE_.25 d_Male_94781.CEL,,0 mg/kg,0.25 d,Saline,Liver,True,,False,False,drugmatrix_liver
GSM1392721,S011023-061_ENOXACIN_750 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94785.CEL,Enoxacin,750 mg/kg,0.25 d,Corn Oil,Liver,False,IDYZIJYBMGIQMJ,True,True,drugmatrix_liver
GSM1392722,S011009-013_LOVASTATIN_450 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94786.CEL,Lovastatin,450 mg/kg,0.25 d,Corn Oil,Liver,False,PCZOHLXUXFIOCF,True,True,drugmatrix_liver
GSM1392723,S011030-217_RALOXIFENE_6.5 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94787.CEL,Raloxifene,6.5 mg/kg,0.25 d,Corn Oil,Liver,False,GZUITABIAKMVPG,True,True,drugmatrix_liver
GSM1392724,S011127-050_BITHIONOL_59 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94788.CEL,Bithionol,59 mg/kg,0.25 d,Corn Oil,Liver,False,JFIOVJDNOJYLKP,True,True,drugmatrix_liver
GSM1392725,S011023-087_ETHINYLESTRADIOL_1480 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94789.CEL,Ethinylestradiol,1480 mg/kg,0.25 d,Corn Oil,Liver,False,BFPYWIDHMRZLRN,True,True,drugmatrix_liver
GSM1392726,S011127-037_BISPHENOL A_610 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94793.CEL,Bisphenol A,610 mg/kg,0.25 d,Corn Oil,Liver,False,IISBACLAFKSPIT,True,True,drugmatrix_liver
GSM1392727,S011204-193_FENOFIBRATE_215 mg/kg_ORAL GAVAGE_CORN OIL_.25 d_Male_94794.CEL,Fenofibrate,215 mg/kg,0.25 d,Corn Oil,Liver,False,YMTINGFKWWXKFG,True,True,drugmatrix_liver
